NP,NP_Synthesis,shape,method,Bacteria,time (hr),Phylum,Class,Order,Family,Superkingdom,bac_type,gram,isolated_from,NP_concentration (μg/ml),NP size_min (nm),NP size_max (nm),"min_Incub_period, h","growth_temp, C",biosafety_level,reference,ZOI,Genus,Species
Ag,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Proteus mirabilis,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,25.0,40.0,50.0,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,18.0,Proteus,Proteus mirabilis
Ag,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Proteus mirabilis,12.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Bacteria,pathogenic,n,urine,30.0,40.0,50.0,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,24.0,Proteus,Proteus mirabilis
Ag,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,5.0,40.0,50.0,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,8.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.0,40.0,50.0,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,14.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,15.0,40.0,50.0,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,18.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,40.0,50.0,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,21.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,25.0,40.0,50.0,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,24.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis from  aqueous extract of Tamarindus indica L/,cube,well_diffusion,Staphylococcus aureus,12.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,30.0,40.0,50.0,24.0,37.0,2.0,https://www.mdpi.com/1420-3049/24/17/3055,29.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,170.0,14.45,15.55,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,26.0,Escherichia,Escherichia coli
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,85.0,14.45,15.55,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,20.0,Escherichia,Escherichia coli
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,42.5,14.45,15.55,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,15.0,Escherichia,Escherichia coli
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,21.25,14.45,15.55,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,16.0,Escherichia,Escherichia coli
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,10.625,14.45,15.55,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,15.0,Escherichia,Escherichia coli
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,0.31,14.45,15.55,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,14.0,Escherichia,Escherichia coli
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,2.65,14.45,15.55,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,13.0,Escherichia,Escherichia coli
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Escherichia coli,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.33,14.45,15.55,48.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,11.0,Escherichia,Escherichia coli
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,170.0,14.45,15.55,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,27.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,85.0,14.45,15.55,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,22.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,42.5,14.45,15.55,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,19.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,21.25,14.45,15.55,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,15.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,10.625,14.45,15.55,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,14.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,0.31,14.45,15.55,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,13.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,2.65,14.45,15.55,24.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,11.0,Staphylococcus,Staphylococcus aureus
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,170.0,14.45,15.55,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,20.0,Salmonella,Salmonella enterica
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,85.0,14.45,15.55,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,18.0,Salmonella,Salmonella enterica
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,42.5,14.45,15.55,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,16.0,Salmonella,Salmonella enterica
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,21.25,14.45,15.55,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,14.0,Salmonella,Salmonella enterica
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,10.625,14.45,15.55,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,12.0,Salmonella,Salmonella enterica
Ag,green_synthesis using Ulva fasciata,spherical,disc_diffusion,Salmonella enterica,18.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,food,0.31,14.45,15.55,12.0,37.0,2.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,11.0,Salmonella,Salmonella enterica
Ag,chemical_synthesis (sigma aldrich. 916056),spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,225.0,4.0,4.0,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,12.0,Staphylococcus,Staphylococcus aureus
Ag,chemical_synthesis (sigma aldrich. 916056),spherical,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,250.0,4.0,4.0,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,11.0,Staphylococcus,Staphylococcus aureus
Ag,chemical_synthesis (sigma aldrich. 730785),triangular,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,10.0,10.0,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.0,Staphylococcus,Staphylococcus aureus
Ag,chemical_synthesis (sigma aldrich. 730785),triangular,disc_diffusion,Staphylococcus aureus,18.0,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Bacteria,pathogenic,p,skin,20.0,40.0,40.0,24.0,37.0,2.0,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.0,Staphylococcus,Staphylococcus aureus
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1.590908,13.0,13.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,17.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,3.181816,46.8,46.8,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,4.772724,51.3,51.3,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,6.363632,51.9,51.9,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,7.95454,110.2,110.2,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1.590908,15.8,15.8,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,19.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,3.181816,25.9,25.9,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,17.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,4.772724,37.1,37.1,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,19.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,6.363632,41.9,41.9,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,17.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,7.95454,42.0,42.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,18.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,79.5454,44.0,44.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,21.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,1.590908,14.6,14.6,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,3.181816,45.1,45.1,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,12.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,4.772724,45.3,45.3,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,6.363632,46.0,46.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,11.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,7.95454,46.8,46.8,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,11.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Bacillus subtilis,24.0,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacteria,non-pathogenic,p,soil,79.5454,92.0,92.0,0.16,30.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,Bacillus,Bacillus subtilis
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.590908,13.0,13.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,3.181816,46.8,46.8,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,4.772724,51.3,51.3,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,6.363632,51.9,51.9,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,16.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,7.95454,110.2,110.2,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.590908,15.8,15.8,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,3.181816,25.9,25.9,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,4.772724,37.1,37.1,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,18.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,6.363632,41.9,41.9,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,17.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,7.95454,42.0,42.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,18.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,79.5454,44.0,44.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,21.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,1.590908,14.6,14.6,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,12.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,3.181816,45.1,45.1,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,11.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,4.772724,45.3,45.3,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,12.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,6.363632,46.0,46.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,7.95454,46.8,46.8,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,11.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Escherichia coli,24.0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,pathogenic,n,urine,79.5454,92.0,92.0,48.0,37.0,2.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,Escherichia,Escherichia coli
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,1.590908,13.0,13.0,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,3.181816,46.8,46.8,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,4.772724,51.3,51.3,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,11.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,6.363632,51.9,51.9,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,,
Ag,chemical_synthesis using oxalic acid,nanoplates,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,7.95454,110.2,110.2,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,1.590908,15.8,15.8,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,20.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,3.181816,25.9,25.9,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.2,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,4.772724,37.1,37.1,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,16.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,6.363632,41.9,41.9,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,15.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,7.95454,42.0,42.0,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,18.0,,
Ag,chemical_synthesis using sodium borohydride,snowflake,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,79.5454,44.0,44.0,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,12.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,1.590908,14.6,14.6,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,14.0,,
Ag,chemical_synthesis using tri-sodium citrate,ellipsoidal,disc_diffusion,Lactococcus lactis,24.0,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,non-pathogenic,p,food,3.181816,45.1,45.1,12.0,22.0,1.0,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,13.0,,
